iterID,x1,x2,x3,x4,x5,x6,Pareto_f1,Pareto_f2
0,0.23841146971541508,0.4520624290136819,0.14486575670232,0.6638117577589056,0.2592260789703884,0.8866149660778379,0.9024736756800567,0.8938171140145357
0,0.678490474125033,0.5364668434699713,0.4366136826839066,0.4043486284126987,0.5213092854875053,0.0018998007129049828,0.921955901720647,0.7105123688607908
1,0.23841146971541508,0.4520624290136819,0.14486575670232,0.6638117577589056,0.2592260789703884,0.8866149660778379,0.9024736756800567,0.8938171140145357
1,0.678490474125033,0.5364668434699713,0.4366136826839066,0.4043486284126987,0.5213092854875053,0.0018998007129049828,0.921955901720647,0.7105123688607908
2,0.2384114918130899,0.4520624393388449,0.14486577061854092,0.6638117420242844,0.2592260982923153,0.8866149508812834,0.9024736571423927,0.8938170859165723
2,0.678490474125033,0.5364668434699713,0.4366136826839066,0.4043486284126987,0.5213092854875053,0.0018998007129049828,0.921955901720647,0.7105123688607908
2,0.678490474125033,0.5364668434699713,0.4366136826839066,0.4043486284126987,0.5213092854875053,0.0018998007129049828,0.921955901720647,0.7105123688607908
2,0.6784904743620684,0.5223627067697734,0.43661368288430186,0.40434862897339174,0.5213092860687506,0.001899800497391661,0.9275189273632838,0.7090543552593853
2,0.6784904743620684,0.510407104796389,0.43661368288430186,0.40434862897339174,0.5213092860687506,0.001899800497391661,0.9320507580282319,0.7039980092064708
3,0.6784908455381156,0.6093992285157809,0.43561192086027256,0.40434867545536585,0.5213089603281684,0.0018995940354548059,0.8902622886654843,0.7358649807209043
3,0.678490474125033,0.5364668434699713,0.4366136826839066,0.4043486284126987,0.5213092854875053,0.0018998007129049828,0.921955901720647,0.7105123688607908
3,0.678490474125033,0.5364668434699713,0.4366136826839066,0.4043486284126987,0.5213092854875053,0.0018998007129049828,0.921955901720647,0.7105123688607908
3,0.6784904743620684,0.5223627067697734,0.43661368288430186,0.40434862897339174,0.5213092860687506,0.001899800497391661,0.9275189273632838,0.7090543552593853
3,0.6784904743620684,0.510407104796389,0.43661368288430186,0.40434862897339174,0.5213092860687506,0.001899800497391661,0.9320507580282319,0.7039980092064708
4,0.48673950682576983,0.565440497193559,0.0,0.46412522396427197,0.6148393570202317,0.0,0.6839906376685815,0.9107479028029656
4,0.6784908455381156,0.6093992285157809,0.43561192086027256,0.40434867545536585,0.5213089603281684,0.0018995940354548059,0.8902622886654843,0.7358649807209043
4,0.678490474125033,0.5364668434699713,0.4366136826839066,0.4043486284126987,0.5213092854875053,0.0018998007129049828,0.921955901720647,0.7105123688607908
4,0.678490474125033,0.5364668434699713,0.4366136826839066,0.4043486284126987,0.5213092854875053,0.0018998007129049828,0.921955901720647,0.7105123688607908
4,0.6784904743620684,0.5223627067697734,0.43661368288430186,0.40434862897339174,0.5213092860687506,0.001899800497391661,0.9275189273632838,0.7090543552593853
4,0.6784904743620684,0.510407104796389,0.43661368288430186,0.40434862897339174,0.5213092860687506,0.001899800497391661,0.9320507580282319,0.7039980092064708
5,0.4583186369040366,0.6474507051096919,0.66061177814928,0.4324292800419479,0.3741455828224768,0.0,0.5223230087773343,0.7763623454202353
5,0.4068449211935307,0.48225989991965146,0.39467680243254505,0.5280459156310455,0.542342137505909,0.022985638661671595,0.7394366140940036,0.5516740084425247
5,0.4544700194829444,0.5034810672421063,0.3912356009156262,0.47402696779713005,0.5717003009674737,0.0,0.7435375972203754,0.550624463597403
6,0.4004738623288166,0.7271989705810927,0.6562389129150242,0.5416826503269079,0.05803159596163777,0.0,0.2260643151500983,0.8992007128443721
6,0.4583186369040366,0.6474507051096919,0.66061177814928,0.4324292800419479,0.3741455828224768,0.0,0.5223230087773343,0.7763623454202353
6,0.4068449211935307,0.48225989991965146,0.39467680243254505,0.5280459156310455,0.542342137505909,0.022985638661671595,0.7394366140940036,0.5516740084425247
6,0.4544700194829444,0.5034810672421063,0.3912356009156262,0.47402696779713005,0.5717003009674737,0.0,0.7435375972203754,0.550624463597403
7,0.3708841442926038,0.9997449054302954,0.7663713939537921,0.5246134709841511,0.0,0.0,0.1862345242919486,0.952046508347884
7,0.4004738623288166,0.7271989705810927,0.6562389129150242,0.5416826503269079,0.05803159596163777,0.0,0.2260643151500983,0.8992007128443721
7,0.36609306586240525,0.6426861226913908,0.6899609716663877,0.5279343675049518,0.30132707467562486,0.0,0.42546947326752316,0.8239219214043396
7,0.36011941949237297,0.6118850348700496,0.5990861552758077,0.5201821872133506,0.4107572482458818,0.0,0.5034660976231823,0.7175108923483545
7,0.3242195395533811,0.5333880210666816,0.4668193390336246,0.4979045126531014,0.46952524433052206,0.0,0.6952984394479832,0.6343087131948516
7,0.4068449211935307,0.48225989991965146,0.39467680243254505,0.5280459156310455,0.542342137505909,0.022985638661671595,0.7394366140940036,0.5516740084425247
7,0.4544700194829444,0.5034810672421063,0.3912356009156262,0.47402696779713005,0.5717003009674737,0.0,0.7435375972203754,0.550624463597403
8,0.3874921553536497,0.813220100449558,0.6185215349199509,0.584656405882283,0.5913657308462823,0.0,0.1139954032621595,0.8590018412262758
8,0.3956563550602852,0.7081691456653991,0.5557826956535931,0.5860868698315167,0.4985831126465041,0.0,0.26976198931498224,0.7523436246191642
8,0.3927329783747741,0.6415258910627302,0.5073151812990105,0.5905806285706641,0.5137491976250382,0.0,0.4170010137223137,0.6589391192409254
8,0.3242195395533811,0.5333880210666816,0.4668193390336246,0.4979045126531014,0.46952524433052206,0.0,0.6952984394479832,0.6343087131948516
8,0.4068449211935307,0.48225989991965146,0.39467680243254505,0.5280459156310455,0.542342137505909,0.022985638661671595,0.7394366140940036,0.5516740084425247
8,0.4544700194829444,0.5034810672421063,0.3912356009156262,0.47402696779713005,0.5717003009674737,0.0,0.7435375972203754,0.550624463597403
9,0.3874921553536497,0.813220100449558,0.6185215349199509,0.584656405882283,0.5913657308462823,0.0,0.1139954032621595,0.8590018412262758
