iterID,x1,x2,x3,x4,Pareto_f1,Pareto_f2,Pareto_f3
0,0.3807036951515128,0.7818328800168,0.4728360601701508,0.04460984298642552,0.335510088207657,0.940401453532034,0.6801671628355106
0,0.69468655038845,0.16729153071624625,0.16525776437804868,0.9595196951775531,0.5895851309002986,0.15859926964747223,1.1739345127513945
0,0.003458051295233318,0.40618622520869274,0.7222587821774404,0.41603372280451967,0.8485985565318978,0.62923182307288,0.005738492692835681
1,0.00630174859924091,1.0,0.0,0.8567245265176945,8.432825477542094e-17,1.3771849129746399,0.013632873098645486
1,0.3740535999052034,0.7817022451604392,0.4732778606324149,0.5121932312830496,0.2800762760001747,0.7845172910026631,0.5548118053143611
1,0.69468655038845,0.16729153071624625,0.16525776437804868,0.9595196951775531,0.5895851309002986,0.15859926964747223,1.1739345127513945
1,0.003458051295233318,0.40618622520869274,0.7222587821774404,0.41603372280451967,0.8485985565318978,0.62923182307288,0.005738492692835681
2,0.00630174859924091,1.0,0.0,0.8567245265176945,8.432825477542094e-17,1.3771849129746399,0.013632873098645486
2,0.0,0.873803654530175,1.0,0.4811335777934188,0.24623645040136616,1.2258701366399114,0.0
2,0.3740535999052034,0.7817022451604392,0.4732778606324149,0.5121932312830496,0.2800762760001747,0.7845172910026631,0.5548118053143611
2,0.69468655038845,0.16729153071624625,0.16525776437804868,0.9595196951775531,0.5895851309002986,0.15859926964747223,1.1739345127513945
2,0.003458051295233318,0.40618622520869274,0.7222587821774404,0.41603372280451967,0.8485985565318978,0.62923182307288,0.005738492692835681
2,0.0,0.0,1.0,0.5305468317463892,1.2509331089297422,0.0,0.0
3,1.0,0.9436711141810545,0.0,0.482920300096693,6.765134314650879e-18,7.625879836923459e-17,1.250291716148787
3,1.0,0.3307167333576963,0.0,0.530755285819533,6.649296608288578e-17,3.8026198118032786e-17,1.2509458876058412
3,0.00630174859924091,1.0,0.0,0.8567245265176945,8.432825477542094e-17,1.3771849129746399,0.013632873098645486
3,0.9242956892769764,0.0,0.0,0.6023023573662953,0.14953659900617147,0.0,1.2515641289022035
3,0.0,0.873803654530175,1.0,0.4811335777934188,0.24623645040136616,1.2258701366399114,0.0
3,0.3740535999052034,0.7817022451604392,0.4732778606324149,0.5121932312830496,0.2800762760001747,0.7845172910026631,0.5548118053143611
3,0.69468655038845,0.16729153071624625,0.16525776437804868,0.9595196951775531,0.5895851309002986,0.15859926964747223,1.1739345127513945
3,0.0,0.6366229164737703,0.0,0.5947818619178143,0.6802265107473356,1.0594015303657127,0.0
3,0.003458051295233318,0.40618622520869274,0.7222587821774404,0.41603372280451967,0.8485985565318978,0.62923182307288,0.005738492692835681
3,0.0,0.0,1.0,0.5305468317463892,1.2509331089297422,0.0,0.0
4,1.0,0.9436711141810545,0.0,0.482920300096693,6.765134314650879e-18,7.625879836923459e-17,1.250291716148787
4,0.522490880108003,1.0,0.0,0.5388654858332438,5.223986804480426e-17,0.8531417888190405,0.9156569689747612
4,0.4445189425615203,1.0,0.0,0.5107617087625829,5.863304137689498e-17,0.9575502327318797,0.8036710154950342
4,1.0,0.3307167333576963,0.0,0.530755285819533,6.649296608288578e-17,3.8026198118032786e-17,1.2509458876058412
4,0.00630174859924091,1.0,0.0,0.8567245265176945,8.432825477542094e-17,1.3771849129746399,0.013632873098645486
4,0.9242956892769764,0.0,0.0,0.6023023573662953,0.14953659900617147,0.0,1.2515641289022035
4,0.0,0.873803654530175,1.0,0.4811335777934188,0.24623645040136616,1.2258701366399114,0.0
4,0.3740535999052034,0.7817022451604392,0.4732778606324149,0.5121932312830496,0.2800762760001747,0.7845172910026631,0.5548118053143611
4,0.69468655038845,0.16729153071624625,0.16525776437804868,0.9595196951775531,0.5895851309002986,0.15859926964747223,1.1739345127513945
4,0.0,0.6366229164737703,0.0,0.5947818619178143,0.6802265107473356,1.0594015303657127,0.0
4,0.48161114229420715,0.28419339977102687,0.8089987469099053,0.48814234667509604,0.7186911195720255,0.3439906880149197,0.7520229273876446
4,0.003458051295233318,0.40618622520869274,0.7222587821774404,0.41603372280451967,0.8485985565318978,0.62923182307288,0.005738492692835681
4,0.0,0.20080431992725573,1.0,0.5298590123459677,1.18917924856535,0.3880494958218304,0.0
4,0.0,0.0,1.0,0.5305468317463892,1.2509331089297422,0.0,0.0
5,1.0,0.9436711141810545,0.0,0.482920300096693,6.765134314650879e-18,7.625879836923459e-17,1.250291716148787
5,0.522490880108003,1.0,0.0,0.5388654858332438,5.223986804480426e-17,0.8531417888190405,0.9156569689747612
5,0.4445189425615203,1.0,0.0,0.5107617087625829,5.863304137689498e-17,0.9575502327318797,0.8036710154950342
5,1.0,0.3307167333576963,0.0,0.530755285819533,6.649296608288578e-17,3.8026198118032786e-17,1.2509458876058412
5,0.00630174859924091,1.0,0.0,0.8567245265176945,8.432825477542094e-17,1.3771849129746399,0.013632873098645486
5,0.9242956892769764,0.0,0.0,0.6023023573662953,0.14953659900617147,0.0,1.2515641289022035
5,0.0,0.873803654530175,1.0,0.4811335777934188,0.24623645040136616,1.2258701366399114,0.0
5,0.6018287353582675,0.7574720271174228,1.0,0.4941724387923943,0.27210944273612014,0.6793756832553002,1.0134051679869294
5,0.3740535999052034,0.7817022451604392,0.4732778606324149,0.5121932312830496,0.2800762760001747,0.7845172910026631,0.5548118053143611
5,0.69468655038845,0.16729153071624625,0.16525776437804868,0.9595196951775531,0.5895851309002986,0.15859926964747223,1.1739345127513945
5,0.0,0.6366229164737703,0.0,0.5947818619178143,0.6802265107473356,1.0594015303657127,0.0
5,0.48161114229420715,0.28419339977102687,0.8089987469099053,0.48814234667509604,0.7186911195720255,0.3439906880149197,0.7520229273876446
5,0.5528423783068228,0.0,1.0,0.5631266429750671,0.8101326378246323,0.0,0.9571642606025323
5,0.3367648097220179,0.4745730049290076,1.0,0.33263299337976626,0.8107023595640971,0.748397782862052,0.6449623138128566
5,0.003458051295233318,0.40618622520869274,0.7222587821774404,0.41603372280451967,0.8485985565318978,0.62923182307288,0.005738492692835681
5,0.0,0.20080431992725573,1.0,0.5298590123459677,1.18917924856535,0.3880494958218304,0.0
5,0.0,0.0,1.0,0.5305468317463892,1.2509331089297422,0.0,0.0
6,1.0,0.9436711141810545,0.0,0.482920300096693,6.765134314650879e-18,7.625879836923459e-17,1.250291716148787
6,0.522490880108003,1.0,0.0,0.5388654858332438,5.223986804480426e-17,0.8531417888190405,0.9156569689747612
6,0.4445189425615203,1.0,0.0,0.5107617087625829,5.863304137689498e-17,0.9575502327318797,0.8036710154950342
6,1.0,0.3307167333576963,0.0,0.530755285819533,6.649296608288578e-17,3.8026198118032786e-17,1.2509458876058412
6,0.00630174859924091,1.0,0.0,0.8567245265176945,8.432825477542094e-17,1.3771849129746399,0.013632873098645486
6,0.9242956892769764,0.0,0.0,0.6023023573662953,0.14953659900617147,0.0,1.2515641289022035
6,0.0,0.873803654530175,1.0,0.4811335777934188,0.24623645040136616,1.2258701366399114,0.0
6,0.6018287353582675,0.7574720271174228,1.0,0.4941724387923943,0.27210944273612014,0.6793756832553002,1.0134051679869294
6,0.3740535999052034,0.7817022451604392,0.4732778606324149,0.5121932312830496,0.2800762760001747,0.7845172910026631,0.5548118053143611
6,0.6173331094492607,0.0,0.5141100279781962,0.5275099038922545,0.5660837894066213,0.0,0.8255070154128016
6,0.0,0.607315896580923,0.5826450737534439,0.503165942688051,0.5824063265447929,0.8212978280648008,0.0
6,0.48161114229420715,0.28419339977102687,0.8089987469099053,0.48814234667509604,0.7186911195720255,0.3439906880149197,0.7520229273876446
6,0.3367648097220179,0.4745730049290076,1.0,0.33263299337976626,0.8107023595640971,0.748397782862052,0.6449623138128566
6,0.003458051295233318,0.40618622520869274,0.7222587821774404,0.41603372280451967,0.8485985565318978,0.62923182307288,0.005738492692835681
