2.934627257989104454e-02,9.176766019989208711e-01
7.533061185701440676e-01,3.730064384457235744e-04
6.905538683410793466e-01,1.686502773100889141e-01
6.269393286828356393e-01,2.870280693515430137e-01
4.120405448904861379e-01,5.331900381949347123e-01
7.503832601297730776e-01,1.511264097216624691e-02
3.125085626772794445e-01,6.163510125986364496e-01
4.833680580531440341e-01,4.689134445077940971e-01
6.637808157265832065e-01,2.217314546189795010e-01
6.435692731835320757e-01,2.690060207642721024e-01
5.135059924434458578e-01,4.379591445005674433e-01
2.916796895450236016e-01,6.224769941443598631e-01
7.441878926217928569e-01,6.781129652856111856e-02
6.258854312840075873e-02,7.768669262284086940e-01
4.278882841326768216e-01,5.241910321587116561e-01
4.441840723488812426e-01,5.038019522555643448e-01
4.640372343925255327e-01,4.869005012115752429e-01
3.781704491807904023e-01,5.626535543776892689e-01
5.706159918314558377e-01,3.750391402123389173e-01
4.720326356073045737e-01,4.811067266355854022e-01
7.103501878505863454e-01,1.349623083344214380e-01
7.182525409336694144e-01,1.240437026662920272e-01
4.525056874474939206e-01,4.990586603597301218e-01
2.498579611656133181e-01,6.480863915321736224e-01
6.566865574629870972e-01,2.434105313786208147e-01
4.316806596680891617e-01,5.153730234103325314e-01
5.361344214067588210e-01,4.213513993716184736e-01
3.953795603723778834e-02,8.086781990095698314e-01
7.468095608095483007e-01,4.989653139083417149e-02
4.992483115188862119e-01,4.569937462148589979e-01
3.891344846027888216e-01,5.601024957602946941e-01
6.055237418138869065e-01,3.247531741901062974e-01
7.183955237902936997e-01,1.030055527380181746e-01
9.598065850056204662e-02,7.487100468483881555e-01
5.490718843333443067e-01,4.014594623612237623e-01
3.659027027334704196e-01,5.732349294726474254e-01
6.123779152955892702e-01,3.162881259929593569e-01
7.069545654081202946e-01,1.567129114809028279e-01
2.935058449431104249e-02,8.821396952852831319e-01
5.405201293859726031e-01,4.069624533617114959e-01
5.781454592517438762e-01,3.636779591854075178e-01
1.286279954608935405e-01,7.310790168792652421e-01
8.354451260145244473e-02,7.599221358344232513e-01
2.934780227567939867e-02,9.126130303602255633e-01
4.802503032774835257e-02,7.968411813290718904e-01
3.152260222167709708e-02,8.459730819991481132e-01
3.221901489281658315e-01,6.036423539205083566e-01
7.694990571949721081e-02,7.656878877813371176e-01
1.153612871161567299e-01,7.340825545998741486e-01
5.245882565744759418e-01,4.273891433843538534e-01
3.392794599635647890e-01,5.921797073396983802e-01
2.228136891433063482e-01,6.643841653916949808e-01
6.840514841846589977e-01,1.874635626519142728e-01
5.973713114057782603e-01,3.367875388317441709e-01
1.391629889661092356e-01,7.282454523392253298e-01
2.049034917543582357e-01,6.765137036113850755e-01
3.298394920441511391e-01,6.030654144573153186e-01
3.977392512419420934e-01,5.438322666212785927e-01
2.952134324220539660e-02,8.582650998500531703e-01
2.606545954912093399e-01,6.421075526456059279e-01
5.587042322249307080e-01,3.919574255911000282e-01
5.606361205727407038e-01,3.840200990164517325e-01
6.457577579833505554e-01,2.594685398840269053e-01
1.732620264511637864e-01,6.998549179558046784e-01
1.901972351456851229e-01,6.862847504336094806e-01
1.490165637140646593e-01,7.110903079578961838e-01
6.537377696100629132e-01,2.508515234302196584e-01
3.475421609190242761e-02,8.294818302101486518e-01
1.431488508214597000e-01,7.161814207886760819e-01
3.568717148049060928e-01,5.855547486581437200e-01
4.978997151046671288e-01,4.590461885707194378e-01
3.467513060004934755e-01,5.898338284191361192e-01
6.170467908267870394e-01,3.019026483772512259e-01
1.933799415728438553e-01,6.818886728808513098e-01
2.389036036605016178e-01,6.616361014546772168e-01
2.699571567488300849e-01,6.412768683792414715e-01
1.136391766866031300e-01,7.468768759612657293e-01
6.807504009395621836e-01,2.082974588880802669e-01
2.398588190997812120e-01,6.576168355016582812e-01
6.191909381399111068e-01,2.962517528448690984e-01
5.903601281781174492e-01,3.395454490637743739e-01
3.962532501124462203e-01,5.459566167890845811e-01
3.645953836656984359e-02,8.224263301442169549e-01
2.840851808967009839e-01,6.262740169567139192e-01
7.074989386401216995e-01,1.527711949424321314e-01
5.593360337625723905e-02,7.822485430868514333e-01
7.266224052553587054e-01,9.493520404366799503e-02
6.831000208409160335e-01,1.934979521606676744e-01
7.313475684411312461e-01,7.613557653595115493e-02
5.417449136684536481e-02,7.917731010186563889e-01
5.208763053851338531e-01,4.367660991721100117e-01
7.313498532505549043e-01,7.606547522785565840e-02
5.853527472208797100e-01,3.489534616744149331e-01
1.043504033174872114e-01,7.481206482419421322e-01
1.620214115778410569e-01,7.042695512276040404e-01
2.937228250508407482e-02,8.756062200056405898e-01
5.829301347051571991e-01,3.545861775935380544e-01
3.588269088791517514e-01,5.756851435101543180e-01
2.132343099540591203e-01,6.738796151514455657e-01
1.618647327208153908e-01,7.095576296811334505e-01
