f1,f2
0.0,1.0
0.0043685018368421055,0.9333077017203477
0.008737003673684211,0.904159916735297
0.013105505510526316,0.8802760587149274
0.017474007347368422,0.8586927395373515
0.02184250918421053,0.8383683858111658
0.02621101102105263,0.8188763219383072
0.030579512857894738,0.8000675470969084
0.034948014694736844,0.7819431632069749
0.03931651653157895,0.7645933179891362
0.04368501836842106,0.7481622515549706
0.04805352020526316,0.7328251654033786
0.05242202204210526,0.7187710989374911
0.05679052387894737,0.7061892249651184
0.061159025715789475,0.6952573575403919
0.06552752755263158,0.6861321101125187
0.06989602938947369,0.6789404606093297
0.0742645312263158,0.6737726419933383
0.0786330330631579,0.6706763576059168
0.0830015349,0.6696523565498149
0.18222878,0.6696520708602864
0.18620423175789474,0.6466853913815729
0.19017968351578948,0.6216508598891232
0.19415513527368422,0.5948207354874947
0.19813058703157896,0.566510769486425
0.2021060387894737,0.5370757276043365
0.20608149054736843,0.5069040697170817
0.21005694230526317,0.4764118662755468
0.2140323940631579,0.4460360461573938
0.21800784582105265,0.41622708488032106
0.22198329757894739,0.3874412545082233
0.22595874933684212,0.36013256697715734
0.22993420109473686,0.3347445507379048
0.2339096528526316,0.3117020063762427
0.23788510461052634,0.2914028900918819
0.24186055636842108,0.2742104744973895
0.2458360081263158,0.2604459340903256
0.24981145988421055,0.2503814979538376
0.2537869116421053,0.2442343047996206
0.2577623634,0.24216108547677867
0.4093136748,0.24216108559262797
0.41165938160526316,0.210955558203806
0.41400508841052636,0.18023305423014233
0.4163507952157895,0.15016037039337232
0.41869650202105263,0.12090250111494724
0.4210422088263158,0.09262167925531756
0.42338791563157896,0.06547642298303774
0.42573362243684215,0.03962059433958526
0.4280793292421053,0.015202475048329223
0.4304250360473684,-0.007636134933963312
0.4327707428526316,-0.028760790707106798
0.43511644965789475,-0.04804524225771095
0.4374621564631579,-0.06537223567487693
0.4398078632684211,-0.0806342707743542
0.4421535700736842,-0.09373431036229862
0.4444992768789474,-0.10458643660738132
0.44684498368421055,-0.11311645025587919
0.4491906904894737,-0.11926240871726884
0.4515363972947369,-0.1229750993661613
0.4538821041,-0.12421844474858551
0.6183967944,-0.12421844406322735
0.6201923159473683,-0.15508756526725476
0.6219878374947369,-0.18494887569447682
0.6237833590421052,-0.21370399280150204
0.6255788805894736,-0.2412575512058785
0.627374402136842,-0.2675175299905878
0.6291699236842105,-0.29239557087245105
0.6309654452315789,-0.31580728614150033
0.6327609667789473,-0.337672555306334
0.6345564883263157,-0.3579158094121824
0.6363520098736842,-0.3764663020336265
0.6381475314210526,-0.3932583659826745
0.639943052968421,-0.4082316548149373
0.6417385745157894,-0.4213313682619879
0.6435340960631579,-0.4325084607664086
0.6453296176105263,-0.4417198323473934
0.6471251391578947,-0.44892850107899074
0.6489206607052631,-0.4541037565198377
0.6507161822526316,-0.45722129349257024
0.6525117038,-0.45826332567260586
0.8233317983,-0.45826332512815293
0.8248318544631579,-0.4883576578727459
0.8263319106263158,-0.5172635156476703
0.8278319667894737,-0.5449137559544238
0.8293320229526316,-0.571243810194251
0.8308320791157895,-0.596191838159053
0.8323321352789474,-0.6196988769111086
0.8338321914421053,-0.641708983695326
0.8353322476052631,-0.6621693725401165
0.8368323037684211,-0.6810305442160672
0.838332359931579,-0.698246409235541
0.8398324160947369,-0.7137744035910754
0.8413324722578948,-0.7275755969458001
0.8428325284210527,-0.7396147930053139
0.8443325845842106,-0.7498606218172077
0.8458326407473684,-0.7582856237619096
0.8473326969105264,-0.7648663250165074
0.8488327530736842,-0.7695833042918334
0.8503328092368422,-0.7724212506621884
0.8518328654,-0.7733690123266405
