iterID,x1,x2,x3,x4,x5,x6,Pareto_f1,Pareto_f2
0,0.32234327967122556,0.18241074972524077,0.417660787461148,0.23827199789145487,0.6696620325558517,0.39922835820008434,0.32234327967122556,3.445768067116542
1,0.0839707252612928,0.954995326975957,0.7518033711879725,0.29157671502574495,0.6984755997276557,0.0,0.0839707252612928,5.112674390645669
1,0.27146950953431914,0.46240691050848065,0.5351994847054676,0.2713264263733276,0.7097459635209024,0.24909304477734134,0.27146950953431914,3.63174792599943
1,0.32234327967122556,0.18241074972524077,0.417660787461148,0.23827199789145487,0.6696620325558517,0.39922835820008434,0.32234327967122556,3.445768067116542
2,0.0,1.0,0.0005824725133070086,0.0,0.0,1.0,0.0,4.601048450523953
2,0.27146950953431914,0.46240691050848065,0.5351994847054676,0.2713264263733276,0.7097459635209024,0.24909304477734134,0.27146950953431914,3.63174792599943
2,0.32234327967122556,0.18241074972524077,0.417660787461148,0.23827199789145487,0.6696620325558517,0.39922835820008434,0.32234327967122556,3.445768067116542
2,0.34538281008334065,0.5319178095008492,0.21980486573702007,0.0,0.6951660393748464,0.33285231413771205,0.34538281008334065,3.3403711286346036
3,0.0,1.0,0.0005824725133070086,0.0,0.0,1.0,0.0,4.601048450523953
3,0.025110068647956417,0.7449875210594696,0.0,0.0,0.710295520920877,0.46981529656860355,0.025110068647956417,4.112515626294909
3,0.27146950953431914,0.46240691050848065,0.5351994847054676,0.2713264263733276,0.7097459635209024,0.24909304477734134,0.27146950953431914,3.63174792599943
3,0.32234327967122556,0.18241074972524077,0.417660787461148,0.23827199789145487,0.6696620325558517,0.39922835820008434,0.32234327967122556,3.445768067116542
3,0.34538281008334065,0.5319178095008492,0.21980486573702007,0.0,0.6951660393748464,0.33285231413771205,0.34538281008334065,3.3403711286346036
3,0.34863434232916185,0.41759434049000194,0.021657683954961753,0.09131345825821566,0.6924777594859156,0.3396359360839081,0.34863434232916185,3.008191610724248
3,0.8379451807867856,0.8956742498947586,0.07654854750611796,0.4396323994137039,0.25660749935609606,0.06646660997727116,0.8379451807867856,1.4856099703018375
4,0.0,1.0,0.0005824725133070086,0.0,0.0,1.0,0.0,4.601048450523953
4,0.006143691710051293,0.15523394853955527,0.0,0.05443501325069536,0.08233282998277744,0.0,0.006143691710051293,1.427611373743857
4,0.2259660292303109,0.42029219459047673,0.0,0.22162165348631932,0.009851413512395372,0.0,0.2259660292303109,1.3078607107916018
4,0.42519780994777917,0.49372667740786863,0.0,0.2666843105311264,0.04016053742156184,0.0,0.42519780994777917,1.1197222644851543
4,0.6754908396372622,0.5851353176198741,0.0,0.3112161189870409,0.06166671238285553,0.0,0.6754908396372622,0.897622992514697
5,0.0,0.0,0.0,0.0014646586919281556,0.0,0.0,0.0,1.0026363856454708
5,0.1343497564982955,0.0,0.0,0.02364401883214065,0.0,0.0,0.1343497564982955,0.7867388441157801
5,0.46485740010507126,0.0,0.0,0.09735609014598731,0.0,0.0,0.46485740010507126,0.020974439256276615
