iterID,x1,x2,x3,x4,x5,x6,ParetoFamily,Pareto_f1,Pareto_f2
1,0.9447118667411841,0.24659780770822576,0.7411078591831354,0.783073389593339,0.7413624262103891,0.9083300106068668,0,0.9474926186613192,3.449001703008681
1,0.9063684674726341,0.5943789273032288,0.5106415311640723,0.21639996720120677,0.719216412856585,0.6366122005399697,0,0.9185122131049337,3.443581534639508
1,0.825183706691674,1.0,0.16924748998109396,0.1802671984182295,0.7526237381574594,0.0,1,0.8446886530982827,3.4524064507107313
1,0.7771633123551132,1.0,0.21033126725640094,0.19077935744781868,0.7490964794869558,0.0,1,0.7946241598218985,3.4511382630030907
1,0.7390577274279809,1.0,0.24293244402140857,0.1991210625546539,0.7462974967487714,0.0,1,0.7522880286363879,3.4501794980183385
1,0.6997982495633059,1.0,0.2765208321806689,0.2077153667129995,0.7434137567126721,0.0,1,0.7069809960602456,3.4492372393826107
1,0.6794603978612292,1.0,0.2939208510920127,0.21216753197249336,0.7419198734418937,0.0,1,0.6830709166498632,3.4487677610482868
1,0.6317230438281899,1.0,0.3347624736547134,0.22261773056374157,0.7384134050289148,0.0,1,0.6264733622575159,3.4477171941453184
1,0.601028481766167,1.0,0.3610231607802901,0.22933708641655084,0.7361587867221229,0.0,1,0.5902084091748453,3.4470807386319766
1,0.5661355504948874,1.0,0.39087575646671097,0.23697550854114696,0.7335957841465234,0.0,1,0.5496196867390679,3.446395413214352
1,0.5346997765221828,1.0,0.4177705863450276,0.24385712331721915,0.7312867213443299,0.0,1,0.5140259485443339,3.4458136168230595
1,0.4804926772971722,0.10611783119301221,0.3621059860964341,0.32025427606926676,0.7222569967381517,0.5078174502063841,11,0.45581271246620014,3.4442378338377577
1,0.43892638651586735,0.1769693814375879,0.39652731255771606,0.3105244970714058,0.7197690560459852,0.45636758470398686,11,0.4147839917995003,3.4437544776148856
1,0.39406312082888584,0.25344076878559163,0.4336788862320593,0.3000229668157165,0.7170837756856717,0.4008367941954513,11,0.3749188010229127,3.4432867807756122
1,0.3411571072563428,0.34362136966232826,0.4774907138143411,0.2876388014248945,0.7139170985164246,0.3353508624124882,11,0.3347219409545796,3.442809127608151
1,0.27146950953431914,0.46240691050848065,0.5351994847054676,0.2713264263733276,0.7097459635209024,0.24909304477734134,11,0.29415429352555394,3.4423056955109788
1,0.12016389803487376,0.7203139051893919,0.6604966846949543,0.23590902122713744,0.7006896012444801,0.0618101957407919,11,0.2534334638471814,3.441728425981612
1,0.0839707252612928,0.954995326975957,0.7518033711879725,0.29157671502574495,0.6984755997276557,0.0,11,0.2521631660732416,3.4416684241072932
1,0.04745104795899794,0.16896573121425784,0.3221207218774124,0.5843491200730384,0.3523782493664118,0.6799565654724418,11,0.2533653128531106,4.028588997152081
2,0.9843162370085099,0.122272045804954,0.19443190423777468,0.5890964312667851,0.027590244017241042,0.7393575820325805,0,0.9793867691382089,4.040237945416166
2,0.9253354824806845,0.5642054688265796,0.0706035859275859,0.29254382794266215,0.15341823553335465,0.6123348147424095,0,0.9253307196198355,4.081095478367476
2,0.8682389871423014,0.7351153824319402,0.22715437395868196,0.711195237804248,0.05157006744697733,0.23426590224261382,0,0.8725202488413865,4.001226842163272
2,0.8406581690933912,0.6292074428830385,0.03728269472971535,0.5181208920344715,0.14137903359138385,0.0011883520525923011,0,0.8440430467445845,3.977469547336903
2,0.7871949368786212,0.9237035015212248,0.7194664653997719,0.9738237934754982,0.6283576025519746,0.14333596031776255,0,0.7920078217194089,3.9352352491014027
2,0.6876010558265396,0.9419674326069807,0.4683511092404793,1.0,0.6178211084749804,0.06915251882309636,4,0.6904039276665539,3.5507618038021196
2,0.6426120745930204,0.8052782968781806,0.5468310613971599,1.0,0.6275617723813617,0.10067011677822715,4,0.6445629890430165,3.4914848405908194
2,0.6166002944417344,0.879570012899535,0.6284536762790337,0.37180994621901975,0.6142368327530673,0.06227199967033885,4,0.6153212297504947,3.468758788863469
2,0.5862794928868145,0.6341241232189567,0.6450990860545283,1.0,0.6397584643342367,0.14013461704719382,4,0.5874535441611194,3.4808314191313396
2,0.5632569769809908,0.7580386699728616,0.6146998742021296,0.5052054170670405,0.6283244912377106,0.10144212366080857,4,0.5619984401664588,3.476992420523292
2,0.5353687628092534,0.8637480202234867,0.5128724750973729,0.0,0.632117227495127,0.10466213141932039,4,0.5318426896112787,3.483107578584644
2,0.5061837735695717,0.3907708765156628,0.7848201476928122,1.0,0.6571001658090819,0.1962466829387199,4,0.5071326687964414,3.4866234984527864
