iterID,x1,x2,x3,x4,Pareto_f1,Pareto_f2,Pareto_f3
0,0.7656001671920739,0.29024410205912543,0.5886359521601052,0.30620363597930716,0.33784373735223316,0.16566859976249546,0.9753484624196401
0,0.4961370629316097,0.7292404095537505,0.06890638511314214,0.506139329290981,0.34807727481335554,0.7684596949338073,0.8334397700244522
0,0.07399772369657982,0.5372479543008819,0.6935804229216249,0.9128134320663233,0.797283762614671,0.8964984188329783,0.14008338920772548
1,0.7707631066002826,0.2831536412503028,0.558849909983023,0.7370383161912688,0.3370448237266801,0.16064537233873208,0.9916919788110083
1,0.7711187090032755,0.27846282431325264,0.7037506958117754,0.6315115954669518,0.3374495328870176,0.1577975999620924,0.9911133114887061
1,0.7656001671920739,0.29024410205912543,0.5886359521601052,0.30620363597930716,0.33784373735223316,0.16566859976249546,0.9753484624196401
1,0.4961370629316097,0.7292404095537505,0.06890638511314214,0.506139329290981,0.34807727481335554,0.7684596949338073,0.8334397700244522
1,0.7767965247641248,0.2398053620572253,0.5780352818183687,0.8453827657660201,0.35943160873696495,0.14218193867991372,1.0569155920084958
1,0.07399772369657982,0.5372479543008819,0.6935804229216249,0.9128134320663233,0.797283762614671,0.8964984188329783,0.14008338920772548
2,0.8581416721332603,0.0,0.3774265158086907,0.0,0.27955905479449056,0.0,1.2337475879646973
2,0.7707631066002826,0.2831536412503028,0.558849909983023,0.7370383161912688,0.3370448237266801,0.16064537233873208,0.9916919788110083
2,0.7711187090032755,0.27846282431325264,0.7037506958117754,0.6315115954669518,0.3374495328870176,0.1577975999620924,0.9911133114887061
2,0.7656001671920739,0.29024410205912543,0.5886359521601052,0.30620363597930716,0.33784373735223316,0.16566859976249546,0.9753484624196401
2,0.4961370629316097,0.7292404095537505,0.06890638511314214,0.506139329290981,0.34807727481335554,0.7684596949338073,0.8334397700244522
2,0.7767965247641248,0.2398053620572253,0.5780352818183687,0.8453827657660201,0.35943160873696495,0.14218193867991372,1.0569155920084958
2,0.5319712590537217,0.0,0.7367765227339642,0.7381550476625536,0.7463633946820201,0.0,0.8253624187599032
2,0.07399772369657982,0.5372479543008819,0.6935804229216249,0.9128134320663233,0.797283762614671,0.8964984188329783,0.14008338920772548
2,0.41542290922609637,0.0,1.0,0.8302241005986006,1.0798195349754536,0.0,0.825227920194137
2,0.3298821271201946,0.0,1.0,0.7602169995909468,1.1447278030012973,0.0,0.6526603322366141
3,0.8581416721332603,0.0,0.3774265158086907,0.0,0.27955905479449056,0.0,1.2337475879646973
3,0.7707631066002826,0.2831536412503028,0.558849909983023,0.7370383161912688,0.3370448237266801,0.16064537233873208,0.9916919788110083
3,0.7711187090032755,0.27846282431325264,0.7037506958117754,0.6315115954669518,0.3374495328870176,0.1577975999620924,0.9911133114887061
3,0.7656001671920739,0.29024410205912543,0.5886359521601052,0.30620363597930716,0.33784373735223316,0.16566859976249546,0.9753484624196401
