iterID,x1,x2,Pareto_f1,Pareto_f2
0,-0.005635609154472032,0.958078234168104,0.43503324213328,0.9617993573630278
0,0.8561481139393847,-1.330833877135015,0.9846311945757167,0.9411522310835945
0,-1.9861677948190668,-0.4882272947209647,0.9998304820089322,0.8143524520176391
1,-0.005635609154472032,0.958078234168104,0.43503324213328,0.9617993573630278
1,-0.6788959951031126,-0.11086950348183722,0.9249866287619617,0.2997338064854712
2,-0.005635609154472032,0.958078234168104,0.43503324213328,0.9617993573630278
2,-0.41856640313255866,-0.21977207884296823,0.880715578272746,0.2743958507857629
3,0.4434063250117406,0.07258332426039305,0.3763449999071794,0.8550834280580873
3,0.2360788877025266,-0.022319358175800774,0.5294860961753262,0.7429624306967506
3,0.23086306054158756,-0.23530263462533996,0.6720662223743006,0.6679223914543837
3,-0.41856640313255866,-0.21977207884296823,0.880715578272746,0.2743958507857629
4,0.4434063250117406,0.07258332426039305,0.3763449999071794,0.8550834280580873
4,0.2360788877025266,-0.022319358175800774,0.5294860961753262,0.7429624306967506
4,-0.006827422723028054,0.001997674149225137,0.634643211585624,0.6296179759117866
4,-0.13032348307228836,-0.12342214870372281,0.7511905038105096,0.4900113065320345
4,-0.41856640313255866,-0.21977207884296823,0.880715578272746,0.2743958507857629
4,-0.5126908904587091,-0.3972226689926639,0.9332933008641267,0.12525748242497425
5,0.4511061820334894,0.3366136025090496,0.18355971306781516,0.912034405057398
5,0.4434063250117406,0.07258332426039305,0.3763449999071794,0.8550834280580873
5,0.190552623404598,0.16955298043027245,0.42638238845018195,0.7928526170814071
5,0.2360788877025266,-0.022319358175800774,0.5294860961753262,0.7429624306967506
5,-0.006827422723028054,0.001997674149225137,0.634643211585624,0.6296179759117866
5,-0.07314915298033142,-0.0583796254040958,0.697226040909189,0.5607775159963225
5,-0.13032348307228836,-0.12342214870372281,0.7511905038105096,0.4900113065320345
5,-0.2151613629660396,-0.2095465099208884,0.8156338929161318,0.3871141146545851
5,-0.41856640313255866,-0.21977207884296823,0.880715578272746,0.2743958507857629
5,-0.5126908904587091,-0.3972226689926639,0.9332933008641267,0.12525748242497425
6,0.5024461582678383,0.510838698761829,0.07725940617038984,0.9474720308468765
6,0.4511061820334894,0.3366136025090496,0.18355971306781516,0.912034405057398
6,0.30333227372190796,0.2978125720936249,0.28147559143071654,0.8687760653376442
6,0.4434063250117406,0.07258332426039305,0.3763449999071794,0.8550834280580873
6,0.190552623404598,0.16955298043027245,0.42638238845018195,0.7928526170814071
6,0.2360788877025266,-0.022319358175800774,0.5294860961753262,0.7429624306967506
6,0.04790169438358438,0.06243100877809571,0.5726526788894485,0.6872109284328254
6,-0.006827422723028054,0.001997674149225137,0.634643211585624,0.6296179759117866
6,-0.07314915298033142,-0.0583796254040958,0.697226040909189,0.5607775159963225
6,-0.13032348307228836,-0.12342214870372281,0.7511905038105096,0.4900113065320345
6,-0.2151613629660396,-0.2095465099208884,0.8156338929161318,0.3871141146545851
6,-0.41856640313255866,-0.21977207884296823,0.880715578272746,0.2743958507857629
6,-0.5126908904587091,-0.3972226689926639,0.9332933008641267,0.12525748242497425
6,-0.5776384145775351,-0.5483385064235318,0.9603122652831454,0.04110089964064012
7,0.5024461582678383,0.510838698761829,0.07725940617038984,0.9474720308468765
7,0.4511061820334894,0.3366136025090496,0.18355971306781516,0.912034405057398
7,0.30333227372190796,0.2978125720936249,0.28147559143071654,0.8687760653376442
7,0.23332476483630016,0.2379910946431405,0.358880188671135,0.8309602674174131
7,0.190552623404598,0.16955298043027245,0.42638238845018195,0.7928526170814071
7,0.13945650722414094,0.13793155713465044,0.4759600039342068,0.7608726908294228
7,0.2360788877025266,-0.022319358175800774,0.5294860961753262,0.7429624306967506
7,0.04790169438358438,0.06243100877809571,0.5726526788894485,0.6872109284328254
7,-0.006827422723028054,0.001997674149225137,0.634643211585624,0.6296179759117866
7,-0.07314915298033142,-0.0583796254040958,0.697226040909189,0.5607775159963225
7,-0.13032348307228836,-0.12342214870372281,0.7511905038105096,0.4900113065320345
7,-0.2151613629660396,-0.2095465099208884,0.8156338929161318,0.3871141146545851
7,-0.26888716117592426,-0.26924440743741274,0.8513002072191989,0.318705009243219
7,-0.41856640313255866,-0.21977207884296823,0.880715578272746,0.2743958507857629
7,-0.352546211417857,-0.3715206125582786,0.898358312634136,0.21205837688455764
7,-0.5126908904587091,-0.3972226689926639,0.9332933008641267,0.12525748242497425
7,-0.5776384145775351,-0.5483385064235318,0.9603122652831454,0.04110089964064012
8,0.6070736756981439,0.6301977631529883,0.015795540282744214,0.970265691085264
8,0.5024461582678383,0.510838698761829,0.07725940617038984,0.9474720308468765
8,0.4511061820334894,0.3366136025090496,0.18355971306781516,0.912034405057398
8,0.35797507149983065,0.3312220388824292,0.2313982240357476,0.8905761156481166
8,0.30333227372190796,0.2978125720936249,0.28147559143071654,0.8687760653376442
8,0.23332476483630016,0.2379910946431405,0.358880188671135,0.8309602674174131
8,0.190552623404598,0.16955298043027245,0.42638238845018195,0.7928526170814071
8,0.13945650722414094,0.13793155713465044,0.4759600039342068,0.7608726908294228
8,0.2360788877025266,-0.022319358175800774,0.5294860961753262,0.7429624306967506
8,0.04790169438358438,0.06243100877809571,0.5726526788894485,0.6872109284328254
8,-0.006827422723028054,0.001997674149225137,0.634643211585624,0.6296179759117866
8,-0.03312989717366088,-0.044171095306594355,0.671220770263904,0.5908725524580285
8,-0.07314915298033142,-0.0583796254040958,0.697226040909189,0.5607775159963225
8,-0.13032348307228836,-0.12342214870372281,0.7511905038105096,0.4900113065320345
8,-0.16492247658996062,-0.16188385792584148,0.7803192136146504,0.4463551463531499
8,-0.2151613629660396,-0.2095465099208884,0.8156338929161318,0.3871141146545851
8,-0.26888716117592426,-0.26924440743741274,0.8513002072191989,0.318705009243219
8,-0.41856640313255866,-0.21977207884296823,0.880715578272746,0.2743958507857629
8,-0.352546211417857,-0.3715206125582786,0.898358312634136,0.21205837688455764
8,-0.5126908904587091,-0.3972226689926639,0.9332933008641267,0.12525748242497425
8,-0.5776384145775351,-0.5483385064235318,0.9603122652831454,0.04110089964064012
9,0.6070736756981439,0.6301977631529883,0.015795540282744214,0.970265691085264
9,0.5024461582678383,0.510838698761829,0.07725940617038984,0.9474720308468765
9,0.4471090715359307,0.4264400046289678,0.13616426388179992,0.926988809152975
9,0.4511061820334894,0.3366136025090496,0.18355971306781516,0.912034405057398
9,0.35797507149983065,0.3312220388824292,0.2313982240357476,0.8905761156481166
9,0.30333227372190796,0.2978125720936249,0.28147559143071654,0.8687760653376442
9,0.23332476483630016,0.2379910946431405,0.358880188671135,0.8309602674174131
9,0.190552623404598,0.16955298043027245,0.42638238845018195,0.7928526170814071
9,0.13945650722414094,0.13793155713465044,0.4759600039342068,0.7608726908294228
9,0.2360788877025266,-0.022319358175800774,0.5294860961753262,0.7429624306967506
9,0.09075404603468629,0.0907638662448127,0.5322256619134188,0.7200598558748281
9,0.04790169438358438,0.06243100877809571,0.5726526788894485,0.6872109284328254
9,-0.006827422723028054,0.001997674149225137,0.634643211585624,0.6296179759117866
9,-0.03312989717366088,-0.044171095306594355,0.671220770263904,0.5908725524580285
9,-0.07314915298033142,-0.0583796254040958,0.697226040909189,0.5607775159963225
