iterID,x1,x2,ParetoFamily,Pareto_f1,Pareto_f2
1,0.13701783512133758,-1.0464141784927543,20,0.9666212951371803,0.562936102903647
1,0.1690939443558892,-1.037236189026164,20,0.9586063049310203,0.578423126968619
1,0.18755336665351985,-1.0464141801387108,20,0.9494566267715895,0.596102660297452
1,0.1987860711662628,-1.0464141801387108,20,0.9423018376644301,0.6099275544772771
1,0.21083268571365865,-1.0464141801387108,20,0.933981289885928,0.6260049944716403
1,0.08663999931444444,-1.1149430391844493,12,0.925880610198788,0.6416575930745549
1,0.12492548991237706,-0.9513928540538279,12,0.9180402817485404,0.6568071254122899
1,0.06710997108343086,-1.1267065125145186,12,0.9102976437130715,0.6717678954319279
1,0.2515405902859533,-1.0156188763588365,12,0.9017150527566706,0.6883516695707483
1,0.02639869801126915,-0.9774848305367532,12,0.8937438448866899,0.7037540956944177
1,0.03398733776383844,-1.1466571858605996,12,0.8851625789711305,0.7203353103554395
1,0.19250441987638878,-0.8984710080651246,20,0.8767357339841669,0.7366181424059871
1,0.3114714642693146,-1.0464141801387108,20,0.8679645679810314,0.7535662933777965
1,0.08352951438726208,-0.8615947449216879,20,0.8595667585760906,0.7697930232006271
1,0.26461234486285123,-0.8738049553984828,20,0.8507890744067541,0.78675376414806
1,0.01614577824439145,-0.8351939377665318,20,0.8418562581842144,0.8040142689615004
1,0.4234733581632959,-1.0464141801387108,20,0.8325548636248755,0.8219869545837478
1,0.38283808699510535,-0.7730648737210326,132,0.8237100328014869,0.8390773876842262
1,1.5242180136477095,0.059844238182332976,132,0.7916849422542703,0.8602047986456381
1,1.03232134546339,-0.0918447863532923,15,0.773373595501874,0.8681791450816262
1,1.3494473606041444,0.24627383458203855,15,0.7546133177150212,0.8763490030970742
1,1.2530311686685924,0.25730337500882117,15,0.7369254788269468,0.8840518240754163
1,1.2426789732627967,0.23885015095562867,15,0.7183458402731716,0.8921430120689094
1,1.1571368412867686,0.2056179547478294,15,0.7009879083532302,0.899702162889222
1,1.105999123450208,0.13965307270609495,15,0.6826313602727732,0.9076961978420459
1,1.1126464774284939,-0.00620241849383163,15,0.6655356601626234,0.9151411496940333
1,1.1887687128688142,0.17581693296669254,184,0.6478122834264004,0.9228594475046816
1,1.343592588075075,0.059844238182332976,184,0.6304741378086929,0.9304099816796175
1,1.1723597133176331,0.14120373600781022,184,0.6127368498423607,0.938134337051143
1,1.1577429808950592,0.11037115315230084,184,0.5951603312780508,0.9457886794605066
1,1.2011286675316826,0.1314775209445358,184,0.576968527176574,0.9537109707032938
1,1.2976240885537162,0.059844238182332976,132,0.5591512628833927,0.961470154754465
1,1.286233824602823,0.059844238182332976,132,0.5429530079737741,0.9685242815184026
1,1.2717788874559863,0.05984424379957831,127,0.5249212224758399,0.9763768867135383
1,1.2684773431548,0.05984424379957831,127,0.521327595524905,0.9779418639400551
1,1.250191326942538,0.05984424379957831,127,0.5060544912771285,0.9845930997638442
2,-0.1288003262782711,-0.5069709557616506,0,0.8803633800540484,0.33859492069593955
