8.725323290600638382e-01,1.111448431357259903e+00,9.867271328257753993e-01,1.131903749750437393e+00,2.423704556553705203e-01,1.406518679479219047e+00,8.463351278329158678e-01,1.081536594954358055e+00,6.880201712041831286e-01,4.562644723865132423e-01,6.239298235926103997e-01,1.918667300024645694e-01
2.777579433511921936e-01,1.113688699651233183e+00,7.021139666544635727e-01,7.128528570310994628e-01,1.309057385960608944e+00,7.464122647861290982e-01,3.503161301050899956e-01,1.254949355150987156e+00,2.876444010439634935e-01,5.527111677291741687e-01,1.941684475746707772e-02,7.931310667331199493e-01
9.668049668729483681e-02,6.764240343165660585e-01,1.122298872012784665e+00,4.325528781024856606e-02,9.817214481008418314e-02,1.276820375474183811e+00,4.121934326501046630e-01,8.079676112736023930e-01,1.079213202520868276e+00,1.207865582109266978e+00,1.178519240732359030e+00,1.469600911957893219e+00
6.197373757203383793e-01,4.687544932767186978e-01,8.551964711883938142e-01,8.742820664752047888e-01,4.453985363355575933e-01,7.202134730246072536e-01,1.309586002333885002e+00,9.951396972604967806e-01,8.674798801874580301e-01,2.525860597827789267e-02,7.277480216348840569e-01,1.228312278968616500e+00
1.468166317789757258e+00,1.113365618098671295e+00,6.767901695423018671e-01,5.950612763255050952e-01,1.236788600335803068e-01,4.111787474652932595e-01,6.375682782725322628e-02,7.495486295788987841e-01,9.762307456387350202e-01,9.157190579693653687e-01,1.475050188558074238e+00,1.320579676145277048e+00
2.943955126984252324e-01,1.109839169110304891e+00,1.431378577095294258e+00,1.477726317173046144e+00,5.846390824859007962e-01,1.405618083834703214e+00,8.888327504855172423e-01,9.587030485315035655e-01,8.593379934524647545e-02,2.670049964138528908e-01,1.333115781326117411e+00,4.637371994993937374e-01
1.295211461629634631e+00,7.424107604654688330e-01,1.345860559220653396e+00,1.728340482682451107e-01,4.701348458544997166e-01,5.154831151993072291e-01,1.278237661260806401e+00,1.206984081762275673e+00,1.320265193357953892e+00,1.065522658930822208e+00,4.769888215244855179e-01,8.895112606453284831e-01
1.189311234756815772e-01,1.297601695515420150e+00,1.260202496223886470e+00,3.215815207372585416e-01,9.120691860980950638e-01,6.079232721027558739e-01,7.709213722395991120e-01,1.036391043041998028e+00,4.548829019787979933e-01,1.217431422754694736e+00,4.132261733493519662e-01,7.636538462095210367e-01
5.399607893316845653e-01,1.423276561220560454e+00,1.447636027323553343e+00,1.109055075950609037e+00,1.268559142755936175e-01,6.846592064707879288e-01,8.909249680752158174e-01,4.777224703680948981e-02,1.491272923975604403e+00,1.345431795341107239e+00,1.191557899726216618e+00,9.939784793365061821e-01
1.803601155633554054e-01,9.789017365296615036e-01,4.891990248075399617e-01,1.478853005932001974e+00,2.850368155405800241e-01,1.371210806447338504e+00,2.053372590459289215e-01,1.467676082562884732e+00,4.121948206570557049e-01,5.422614517459607431e-01,3.908777492187064384e-01,5.577555167850446471e-01
2.290136274181879816e-01,4.936345922941404174e-01,2.510688951309272277e-01,9.235825747391313012e-02,7.481639999619622561e-01,6.174446157703954441e-01,9.352363566926084060e-01,3.767008310561833495e-01,1.430472883585058197e+00,2.333492597081224806e-01,1.558843552630782003e-01,1.120221921568686163e+00
1.077655086422533603e+00,1.418687166037153613e+00,1.144464658542033053e+00,1.092538141433631038e+00,3.147519263424755076e-01,4.049661686639960401e-01,4.458624037473810642e-01,8.107653397011266305e-01,2.457527987350519583e-01,5.934051415137087115e-02,1.026703873615614881e+00,1.246517701422830138e-01
8.690820450701353117e-01,3.965253004170840034e-01,1.407241926637372575e+00,6.177971976116835018e-01,4.866006845174604134e-01,1.964096353244393356e-01,1.029094340010229924e+00,1.024654546303953140e+00,1.493045568664646439e+00,1.219901945868910431e+00,9.515202012391442699e-01,6.865918330200260211e-02
1.063273018129307079e-02,7.741148640345618670e-01,7.444173983622881519e-02,1.443408929695158216e+00,6.154632726191995307e-01,4.025250862823070985e-01,3.503358686102889807e-01,1.380716878703992734e+00,1.765797917350298007e-02,3.317469707205648044e-01,6.611974419282640181e-02,1.038651186770467749e+00
5.650799480285774168e-01,2.994703048347835406e-02,6.658166415290430740e-01,3.707168679160447455e-01,1.688187177301229136e-01,1.096796410142258260e+00,1.106973170494089054e+00,3.619779300082126561e-02,4.399050565994766515e-01,3.202287620652358724e-01,3.110708624590730054e-01,1.097195778438426306e+00
9.250241602652005124e-01,7.939976672680235659e-01,3.700222722662418473e-01,3.046960903020800027e-01,6.596546751812084608e-01,1.441892465735391315e+00,6.618140440093318588e-01,1.402715011666682887e+00,6.021220312454272916e-01,5.964414692264063955e-02,8.297413209374915333e-02,7.110778135236521802e-01
5.098471396308755788e-01,1.338391808889612733e+00,4.965983561487844478e-01,1.247071557156573363e+00,1.813590687976694982e-01,6.699171898105684697e-01,6.022265381782775373e-01,4.617453980704929739e-01,1.026174359154643057e+00,9.716825622371585425e-01,1.327544193127131678e+00,3.456328495939022805e-01
1.134427626377406906e+00,6.086859898198482277e-02,1.115008691740364100e+00,9.482589298061580019e-01,1.457618219251793690e+00,1.023730146586474543e+00,5.467234627450942019e-01,1.307739087822050728e+00,6.602999673020895077e-01,9.080473744571331274e-01,4.045320178307231229e-01,1.303844161835481463e+00
1.263263700480811380e+00,1.162251221610757224e+00,1.107677199681749602e+00,1.794802901863959965e-01,8.009676033958926800e-01,6.147426942568601227e-01,9.511916537815111594e-01,1.043062634237384989e+00,9.917934015969533945e-01,9.681266742419112337e-01,1.229068209540056245e+00,1.462011714692484921e-01
1.239895996064920514e+00,3.094790894532760683e-01,1.110836799165549227e+00,1.210138953206260526e+00,3.377555837383411363e-01,1.224082284909477902e-02,1.338902626258064110e+00,5.613257698603674184e-01,3.126018843473540310e-01,1.387205781938032123e+00,1.001515497705367519e+00,1.156001140871399269e+00
1.156058314220181238e+00,8.089833971356085174e-01,5.492991933264042004e-01,6.931886021904254402e-01,2.655072542777162647e-01,1.400480051638331336e+00,1.325342196628454872e+00,1.733090494033808771e-01,8.822072046596629580e-01,9.628039420625845723e-01,1.194020997116293170e+00,3.140538664557029902e-01
6.237788618968996834e-01,1.172271482557202482e+00,2.510603933961130796e-02,8.841346657916371310e-01,1.315709115021459263e+00,6.932170189480447720e-01,5.350367669455091679e-02,8.216941896318484817e-01,9.873274061806524005e-01,6.261243796214532864e-02,1.416112885063566473e+00,2.580168960826678681e-01
1.444220157885331091e+00,6.606686300161732639e-01,4.110478967925255134e-01,1.347370216095824969e+00,4.742969579622663412e-01,1.330777452153965035e+00,1.138172694312241884e+00,3.836369317996062289e-01,9.268520814619423120e-01,1.249638081239182297e+00,6.699701696809046148e-01,1.133809016019415861e+00
2.480995550908874359e-01,5.148334737704191033e-01,9.106552316602799513e-01,1.140365081275084513e+00,1.426149352838248063e+00,7.457348361779927437e-01,1.411207807849453655e+00,4.879973145569835857e-01,1.290967620127057902e+00,1.338787476483636052e+00,1.020428331896157115e+00,1.199905913777527644e+00
5.483025740660214531e-01,9.939654645066738903e-01,1.388585042092649324e+00,1.002767155711933977e+00,1.400364479675375362e+00,1.328091060733867623e+00,3.940235127218884581e-01,2.122245450248850807e-01,7.681141053091740112e-01,1.366773204248764140e+00,1.298830633919528132e+00,3.222706136947594557e-01
5.676908009973622576e-02,1.079047582339782707e+00,1.000943643034757136e+00,3.729098192918677696e-02,1.120882945488999693e+00,1.381658718819275933e+00,3.067060081813051675e-01,1.670623375948047107e-01,9.059609534036009437e-01,5.747670089156864393e-01,1.397792257456135667e+00,8.085363348659118099e-01
1.055381341698738096e+00,1.500000000000000000e+00,1.233175442048915160e+00,1.296344811915248085e+00,1.174614400538763315e+00,1.247079706335481042e+00,1.200819094237305373e+00,4.629948191675087865e-01,3.726629996911312581e-01,9.555649100559128195e-01,1.331735818891121692e+00,3.579608925070674741e-01
7.778787514453974761e-02,9.896580241911171472e-01,1.183848789254159817e+00,7.560050580164159872e-02,1.312937655551032590e+00,1.014836121428818405e+00,4.924369457729350641e-01,2.900469436038681792e-01,8.698575068384660769e-01,1.151039021176385901e+00,5.159579246519503393e-01,9.193908132679203815e-01
