8.316395626271452235e-01,1.850100000000002298e-01
5.303727075935319446e-01,5.783999999999998864e-02
6.681016630461488193e-01,2.483400000000001717e-01
6.048245854919276354e-01,1.170000000000000033e-03
4.429736056308079539e-01,1.251300000000000467e-01
6.011035711657090053e-01,4.950000000000001274e-03
6.208352510225562115e-01,5.961000000000000326e-02
6.199304316597350484e-01,1.918500000000003536e-01
5.528926133753130356e-01,8.256000000000002226e-02
5.427000922915665715e-01,6.389999999999999847e-02
6.332576206578869327e-01,3.389999999999999958e-02
6.788571277529888981e-01,7.080000000000000356e-03
6.011999085838969359e-01,9.246000000000000052e-02
5.858104169239672920e-01,6.782999999999998753e-02
6.270626027811055936e-01,6.815999999999997061e-02
5.625174855349861502e-01,5.588999999999998830e-02
6.983922391163662757e-01,3.749999999999999861e-03
6.388613529187587847e-01,2.370000000000000145e-03
5.571674806346506026e-01,9.980999999999999595e-02
4.392326321220171303e-01,2.052600000000003588e-01
4.551915553304844431e-01,1.224600000000000549e-01
6.537725431931841191e-01,6.968999999999998807e-02
6.395190687975649269e-01,4.709999999999998910e-03
5.019049085263894705e-01,7.985999999999995880e-02
5.444793541439689744e-01,8.312999999999998169e-02
6.000595777702331102e-01,7.259999999999999093e-03
5.256152968658184266e-01,4.529999999999998611e-02
6.203265334120108276e-01,1.112999999999999927e-02
5.653593121114353082e-01,2.666999999999999926e-02
4.426767255845899807e-01,1.276200000000000390e-01
6.258249736505724359e-01,5.279999999999999971e-03
5.921129734868624261e-01,1.800000000000000384e-03
6.002968423791305019e-01,3.056999999999999995e-02
4.996680155251044808e-01,6.620999999999999108e-02
6.160423593631316752e-01,2.670000000000000064e-03
6.513942262208126666e-01,4.049999999999999781e-03
5.654510673468710058e-01,1.896000000000000116e-02
4.874453693886333649e-01,9.623999999999999222e-02
6.248993693695582552e-01,6.749999999999999056e-03
6.206056094955786362e-01,4.080000000000001160e-03
5.097069556306428328e-01,7.469999999999998863e-02
4.655659696950107951e-01,8.204999999999997018e-02
4.766237533826114259e-01,1.197600000000000331e-01
5.941283928949332438e-01,6.900000000000000751e-03
5.917756057229814903e-01,4.403999999999998888e-02
5.346695451326067827e-01,5.057999999999999996e-02
6.218360938147003969e-01,2.340000000000000500e-03
5.682469330935265850e-01,2.180999999999999606e-02
5.075946027872630939e-01,8.645999999999999519e-02
6.123825255402173262e-01,1.080000000000000231e-03
5.789144031510088384e-01,1.328700000000000991e-01
6.405494355824958852e-01,2.759999999999999953e-02
4.944415080520422889e-01,8.573999999999999677e-02
6.074820082510951069e-01,1.166999999999999808e-02
6.482202501256001392e-01,1.049999999999999892e-02
6.200589718924823801e-01,1.254000000000000080e-02
5.203725725553508541e-01,1.016699999999999826e-01
5.872432470198202248e-01,1.136999999999999990e-02
4.188079263351074943e-01,1.165800000000000447e-01
5.184122618900660617e-01,5.891999999999998627e-02
5.953354651938346231e-01,2.045999999999999902e-02
6.317549318343461673e-01,1.859999999999999891e-03
4.918086870925650333e-01,7.784999999999998865e-02
5.952222436281847662e-01,8.729999999999999913e-03
3.936604689366174914e-01,1.334400000000000586e-01
5.425730096014657056e-01,5.372999999999999304e-02
4.854091683934162460e-01,9.416999999999997595e-02
5.879793027058288768e-01,1.284000000000000072e-02
5.462549674003831512e-01,4.397999999999999132e-02
6.113181069469751927e-01,3.300000000000000849e-03
6.227667343417940815e-01,1.620000000000000346e-03
5.989942015268435727e-01,1.440000000000000091e-03
5.984136720728916448e-01,2.760000000000000300e-03
