iterID,x1,x2,x3,x4,ParetoFamily,Pareto_f1,Pareto_f2,Pareto_f3
1,0.6425920829603482,0.5219738129685408,0.378610182440815,0.8888207118032898,44,0.22918488721310393,0.40380868894941474,0.9769391760970667
1,0.5010147420714282,0.17966545206251813,0.3993068857009741,0.8965447535682731,44,0.23096704676554675,0.5248164119468772,0.8082971616892848
1,0.3777884492304919,0.6842191029271859,0.3786234637780724,0.888825681268851,44,0.2291480126337232,0.6707974288190037,0.659480955491332
1,0.2653251820082921,0.7468011185272996,0.37464117892828,0.9309840950226459,44,0.23530209237526772,0.795580308439062,0.5240435580410713
1,0.5438737376550099,0.3725918879096072,0.38625116051927055,0.8916968507245937,44,0.22943628269604222,0.20695931089270964,0.8648820515924592
1,0.3322132564410558,0.37351489635207585,0.37475806232622266,0.8873118769059899,44,0.22925954399912563,0.20677533439753887,0.6035590124635782
1,0.2626470498121618,0.4327961041942554,0.42235136926775196,0.905902410082448,44,0.23688898754514592,0.25058756398622467,0.503975933713299
1,0.13969684238455268,0.4736737296495592,0.3822403679435383,0.8901952905024901,44,0.2292473200833492,0.3184147100111434,0.394853526795638
1,0.0,0.5133699931538573,0.38165575561652465,0.8956014411843494,44,0.22939079313821403,0.3889654963428951,0.3050924393710458
1,0.0,0.5836658406092244,0.3989440002224228,0.9006765125528496,44,0.2310762093357258,0.5044524410930145,0.2997604137776047
1,0.0,1.0,0.4941431902200822,0.9150447312953675,44,0.2755601558246623,0.7121838621727585,0.27177524566321937
1,0.20648970842441947,0.3856025958375397,0.38605016754195887,0.891796142658327,44,0.22942768457990304,0.20681032957853657,0.4559942418615288
1,0.0,0.37503645289299997,0.4169553408518641,0.8908875547954153,44,0.2347240539416412,0.20661535503164474,0.294117991687211
1,0.0,0.3379860518757867,0.4188744218278269,0.9044469622405633,44,0.23577180020264743,0.24044623479375155,0.29353406661003245
1,0.0,0.49602580775150074,0.5010840355257654,0.9066503871028454,44,0.27999753047634507,0.3583712128799802,0.2694230835265177
1,0.0,0.6203037265727325,0.5681634033617303,0.8949581026463731,44,0.3340344084204007,0.5619058187840285,0.2512208568604715
1,0.0,0.8947217871533616,0.9310073698283272,0.9234405513871522,44,0.5379111936255125,0.8972419950889773,0.18423649020315447
1,0.4297110216081205,0.3830351721620632,0.6933811793289203,0.8994792735735615,44,0.4333128092405213,0.20638885304505994,0.6179716331463709
1,0.051655118759502974,0.37955300134731057,0.3460782874220321,0.7490350321065743,44,0.28063824660948417,0.20614247338065672,0.3432334736814412
1,0.0,0.37955463010910134,0.46432953815272254,0.8959372439181302,44,0.2555873598263754,0.2062322618776326,0.2799462673497539
1,0.0,0.4557685635516204,0.5301064666599707,0.9087335612050731,44,0.302303365357654,0.2872445714265892,0.2613270871061834
1,0.0,0.24752495374324066,0.6091476627031213,0.9004992301724521,44,0.3682575595119283,0.43645333330810077,0.24065500953028512
1,0.0,0.6935314531091946,1.0,1.0,44,0.5468661663998824,0.6882783033686628,0.17834844514150172
1,0.4325398670095751,0.35807664306628123,0.8489566076070232,0.5592040050799595,44,0.6566504403099397,0.21544089028259128,0.5734404499776544
1,0.09238482193308367,0.3898063435221324,0.6177472510207856,0.9809723383302473,44,0.3813160788632841,0.2082391962773817,0.2853256341641965
1,0.0,0.38009404017859444,0.6072945148863432,0.9139136573265635,44,0.3662897047615947,0.20629611668912207,0.24117414056850012
1,0.0,0.47677677522100637,0.7003059926985017,0.9073256200249024,44,0.43745298710750985,0.324022998715218,0.21995235760857978
1,0.0,0.16174930379565727,1.0,0.7089984072740123,44,0.5901764628469134,0.5352946808445527,0.17776594189829353
1,0.15522780869862393,0.37955258821714727,0.4547628759891837,0.30397558785440837,44,0.648854196312825,0.2061194890417069,0.3829677347653466
1,0.0,0.3814839195930727,0.7328641273054044,0.9308829589712158,44,0.45712624321587386,0.20642283468412043,0.21335468344341657
1,0.0,0.3467585770958488,0.8151214493678358,0.9644565425719995,44,0.4981613068142525,0.22793180998957602,0.19889063394774464
1,0.0,0.5388714543704695,1.0,0.45618677836995813,44,0.7220526224416579,0.4325047644927953,0.17767424486216388
1,0.11281845730634578,0.3873729981438373,0.5906961038912334,0.27369935210136276,44,0.8169126466034959,0.2073484110731692,0.3062230221120292
1,0.0,0.3710274470109237,1.0,0.481154491536489,44,0.7038311021205458,0.20789168357401538,0.1776142166743564
1,0.0,0.48863997223249533,1.0,0.22387765403430024,44,0.9131324748601217,0.3452658931493594,0.17750054999590104
1,0.15041313474778417,0.39392350097770645,0.6878109479408394,0.2070520946055231,44,0.9924459512506005,0.2100491487199017,0.30823281641183314
1,0.12575458833469805,0.38127987631522914,0.3407893249722516,0.8074250422066622,44,0.2509725189614797,0.20617384155580953,0.3975295038309525
1,0.0,0.379550764148465,0.43537643338862053,0.8937007125041949,44,0.2411422767381189,0.2062222280774753,0.28854307957292397
1,0.12351897197039963,0.38001689707343406,0.5679412211195675,0.9977896144208732,44,0.349086466951837,0.20624136748613842,0.32156295071601054
1,0.0,0.3795522789380461,0.5565412637039282,0.9061107271771148,44,0.32392575806194523,0.20626820766932213,0.2541658738602263
1,0.0,0.3795732093627794,1.0,1.0,44,0.5468684125712903,0.2065232960202385,0.1781722520454898
1,0.01664957205720874,0.3743185816338322,0.605522638670812,0.9755080592495584,44,0.37108250936514575,0.2068360807164547,0.24820422703797163
2,0.7890020471092009,0.518022056836426,0.0,0.41908443155324543,65,0.2361206136408488,0.35412648186032497,1.1804459222749801
2,0.5470052832889656,0.564563200634821,0.0,0.44205763648714563,65,0.22495640844273257,0.41697554879168774,0.9187336732463819
2,0.4089007246450501,0.6475702420352044,0.0,0.37800532848461005,65,0.20464721414961917,0.5108144338365038,0.7155872280688134
