iterID,x1,x2,x3,x4,x5,x6,Pareto_f1,Pareto_f2
0,0.14533163404733457,0.8378593737552488,0.4332182245581744,0.9284450492722245,0.14012260069582966,0.8314122791273093,0.14533163404733457,5.864319632095983
0,0.40154954467928083,0.008642077275963778,0.7281466218823051,0.4222757583676222,0.9513250975464962,0.11011160700129137,0.40154954467928083,3.5608511038955744
0,0.7115266484483111,0.5397569887835545,0.1832208259595697,0.14510746420609227,0.5403779442564316,0.5097140314256796,0.7115266484483111,2.9248312062370054
1,0.0,0.0,1.0,0.09222704208963364,1.0,0.0,0.0,4.76600867576134
1,0.40154954467928083,0.008642077275963778,0.7281466218823051,0.4222757583676222,0.9513250975464962,0.11011160700129137,0.40154954467928083,3.5608511038955744
1,0.47492645296048497,0.08918372060553753,0.647249571471572,0.37528521234788437,0.8597703311616006,0.20665535796377282,0.47492645296048497,3.0553517346010897
1,0.6978922510599733,0.2345645556961477,0.35630535385782863,0.10068108995691087,0.8058194449513995,0.252891412642575,0.6978922510599733,2.4023581356273613
2,0.0,0.0,1.0,0.09222704208963364,1.0,0.0,0.0,4.76600867576134
2,0.3126230647015212,0.0,1.0,0.0,1.0,0.0,0.3126230647015212,3.5215574907701708
2,0.47492645296048497,0.08918372060553753,0.647249571471572,0.37528521234788437,0.8597703311616006,0.20665535796377282,0.47492645296048497,3.0553517346010897
2,0.619192929466136,0.0,1.0,0.0,1.0,0.0,0.619192929466136,2.5611773352571094
2,0.6978922510599733,0.2345645556961477,0.35630535385782863,0.10068108995691087,0.8058194449513995,0.252891412642575,0.6978922510599733,2.4023581356273613
3,0.0,0.0,0.0,0.9999450500605994,1.0,0.0,0.0,4.599901090109079
3,0.3126230647015212,0.0,1.0,0.0,1.0,0.0,0.3126230647015212,3.5215574907701708
3,0.47186830079415365,0.1892304205152623,0.31847286666348223,0.0,0.17620618781972555,1.0,0.47186830079415365,2.2870417720927834
3,0.6436829008857882,0.11233547286072623,0.4159454332456724,0.0,0.0,1.0,0.6436829008857882,1.5660250529216877
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,0.37122176020843295,0.0,0.04615521543387546,0.0,0.0,0.0,0.37122176020843295,0.7407258061448718
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5,0.21667227451587423,0.0,0.0,0.0,0.0,0.0,0.21667227451587423,0.42615011426658084
