iterID,x1,x2,x3,x4,f1,f2,f3,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Expected_f3,Uncertainty_f3,Acquisition_f3,Hypervolume_indicator
0,0.7665515578915076,0.7556090917009555,0.873711277589765,0.5397569887835545,0.15324840062225462,0.3793949566228605,1.0653660472991155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162382318355557
0,0.14533163404733457,0.44344494033462467,0.1832208259595697,0.14510746420609227,0.9162308049208494,0.7663608256547754,0.2775218658155625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162382318355557
0,0.473455934029163,0.008642077275963778,0.40154954467928083,0.843047364759013,0.8296332874793249,0.011262916636830744,0.7632521606420232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162382318355557
1,0.010305307165698828,0.5878494242449036,0.927031450458656,1.0,0.8637667381662975,1.1423715562432402,0.023185303231663103,0.1411796351990114,0.1928256608990466,-1.4419790653826714,-0.06478828134696513,0.3189714699665864,-1.461116022168631,0.22563065384016495,0.3698190017822381,-1.4679970415072923,0.6486049397524494
1,0.0019396983677129904,0.00529266992385979,0.770014800476373,1.0,1.3228561342100922,0.010998090997730026,0.004030723855501834,0.2501957884086864,0.3148177217989178,-1.1223765486599682,-0.06520404905846533,0.3154886023704585,-1.4624646064427405,0.22579855794188824,0.3926750729044279,-1.4674796728521025,0.6486049397524494
1,0.010432346626433248,0.6711148392048585,0.9270728259214837,0.7102948121036903,0.6057889622198571,1.0663959644274568,0.020099754692078114,0.14107940043729417,0.19199639631698937,-1.442272923505204,0.14983089602755506,0.12669721173658752,-0.7649771938665295,0.22541048910776412,0.36801763216631883,-1.4686754426324187,0.6486049397524494
1,0.01039176436758367,0.45793918900607666,0.6701340545745694,0.48375244794721656,0.7741175781306616,0.67803548134318,0.016799397288351697,0.406714656798825,0.45048510780030593,-0.6635103826903701,0.4544097467451619,0.08487346457499112,0.2229548579563838,0.22510635998712036,0.36618078281613436,-1.4696125661007353,0.6486049397524494
2,0.04073086610571547,0.7971103104972613,1.0,0.4669840537894969,0.39120293598993633,1.1856593865303753,0.07999001175523739,0.43389539325699816,0.3152045374859577,-1.0627174708933858,0.31205866255166537,0.5113954465462941,-0.6237284822310466,0.07552653895401804,0.015832819434324238,-0.5855019338178522,0.6702147690711038
2,0.009512941653607231,0.01286081489536998,1.0,0.0,1.499526497997468,0.03029713726949016,0.022413506569092575,0.9418703146820632,0.9584065932929996,0.49340054404582245,0.014153243090118117,0.06059616565500659,-1.3191296264553891,0.0034899092613210336,0.012516742702911771,-0.7653560950375606,0.6702147690711038
2,0.3146337631380971,0.8045809932071462,1.0,0.5191482243797291,0.33260654376597526,1.0492895026917561,0.5931114543344282,0.2861831233810546,0.40206733445394427,-1.5152156444974656,0.3198426730489039,0.5821663935974234,-0.605558252846775,0.5574256886964754,0.07891520644065994,0.6176577328566566,0.6702147690711038
2,0.5719997542966263,0.013098387413740252,1.0,0.41344972894479387,0.7829846187979524,0.01611210294626853,0.9838490609524446,0.6009281033327193,0.8081650387000547,-0.5510335308599594,0.014138668661216158,0.046070061345055466,-1.3191636475703898,0.8787728280391016,0.07445585750177527,1.419966509008077,0.6702147690711038
3,0.0,1.0,1.0,0.4303437618289805,7.683752374069599e-17,1.2548519915161378,0.0,0.20494317451795385,0.12448590933849266,-1.4756523340967433,0.8178582201779261,0.866441171689143,0.5081388409882244,0.0023127921848951627,0.0095034444180144,-0.8653965872385783,0.6988279462428646
